Module Code,Module Name,Lvl,Module Coordinator,MAB,Attendance Group,Credits,Artefact Type,Weight,Length,Method of Assessment,Assessment Date,Assessment Week,Valid Deadline Check,Additional Details
M26538,APPLIED MACHINE LEARNING AND DATA MINING,FHEQ 5,Alaa Mohasseb,3. UG June,SMYEAR,20,Item 1 - Oral assessment and presentation (CW),0.3,15 Minutes,Student Video Assignment (individual submission),01/12/2023,TB1 Teaching (18),,
M26538,APPLIED MACHINE LEARNING AND DATA MINING,FHEQ 5,Alaa Mohasseb,3. UG June,SMYEAR,20,Item 2 - Set exercise (coursework) (CW),0.7,3000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",03/05/2024,TB2 Teaching (40),,
M26485,BIG DATA,FHEQ 5,Dongxu Gao,3. UG June,SMJAN,20,Item 1 - Set exercise (coursework) (CW),1,3500 Words,"Moodle Assignment (individual submission, without Turnitin checks)",10/05/2024,TB2 Teaching (41),v close to may exams,
M21267,BUSINESS INFORMATION SYSTEMS SECURITY,FHEQ 5,Martin Sparrius,3. UG June,SMJAN,20,Item 1 - Report (CW),0.7,3000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",17/05/2024,TB2 Exam Period (42),may exams ugrad,
M21267,BUSINESS INFORMATION SYSTEMS SECURITY,FHEQ 5,Martin Sparrius,3. UG June,SMJAN,20,Item 2 - Written Exam (EX),0.3,60 Minutes,"On Campus Computer Based Assessment (Moodle Quiz, Safe Exam Browser)",30/05/2024,TB2 Exam Period (44),may exams ugrad,
M23800,COMPUTING UNDERGRADUATE AMBASSADOR,FHEQ 5,Petronella Beukman,3. UG June,SMJAN,20,Item 1 - Oral Assessment and Presentation (CW),0.15,15 Minutes,Presentation,08/05/2024,TB2 Teaching (41),close to may exams,
M23800,COMPUTING UNDERGRADUATE AMBASSADOR,FHEQ 5,Petronella Beukman,3. UG June,SMJAN,20,Item 2 - Portfolio (CW),0.3,2000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",03/05/2024,TB2 Teaching (40),,
M23800,COMPUTING UNDERGRADUATE AMBASSADOR,FHEQ 5,Petronella Beukman,3. UG June,SMJAN,20,Item 3 - Report (CW),0.55,1000 Words,"Moodle Assignment (individual submission, without Turnitin checks)",03/05/2024,TB2 Teaching (40),,
M32724,DATA ANALYTICS AND VISUALISATION,FHEQ 5,Mark Venn,3. UG June,SMJAN,20,Item 1 - Set exercise (coursework) (CW),0.4,2000 Words,"Moodle Assignment (individual submission, without Turnitin checks)",22/03/2024,TB2 Teaching (34),,
M32724,DATA ANALYTICS AND VISUALISATION,FHEQ 5,Mark Venn,3. UG June,SMJAN,20,Item 2 - Set exercise (practical) (CW),0.6,180 Minutes,LAB/Practical,03/06/2024,TB2 Exam Period (45),may exams ugrad,
M21274,DISCRETE MATHEMATICS AND FUNCTIONAL PROGRAMMING,FHEQ 5,Janka Chlebikova,3. UG June,SMJAN,20,Item 1 - Set exercise (practical) (CW),0.3,1000 Words,LAB/Practical,09/05/2024,TB2 Teaching (41),close to may exams,In-class on 8th or 9th May; students will also have worksheet signoffs throughout the TB before this date.
M21274,DISCRETE MATHEMATICS AND FUNCTIONAL PROGRAMMING,FHEQ 5,Janka Chlebikova,3. UG June,SMJAN,20,Item 2 - Set exercise (exam) (EX),0.1,45 Minutes,"On Campus Computer Based Assessment (Moodle Quiz, Safe Exam Browser)",13/03/2024,TB2 Teaching (33),ICT,
M21274,DISCRETE MATHEMATICS AND FUNCTIONAL PROGRAMMING,FHEQ 5,Janka Chlebikova,3. UG June,SMJAN,20,Item 3 - Set exercise (exam) (EX),0.6,120 Minutes,"On Campus Computer Based Assessment (Moodle Quiz, Safe Exam Browser)",17/05/2024,TB2 Exam Period (42),may exams ugrad,
M30239,ETHICAL HACKING,FHEQ 5,Oluwatobi Fajana,3. UG June,SMJAN,20,Item 1 - Set exercise (practical) (CW),0.5,2000 Words,"On Campus Computer Based Assessment (Moodle Quiz, Standard Web Browser)",20/03/2024,TB2 Teaching (34),,On Campus Supervised Work Session exam in specialised LG 0.07
M30239,ETHICAL HACKING,FHEQ 5,Oluwatobi Fajana,3. UG June,SMJAN,20,Item 2 - Set exercise (exam) (EX),0.5,60 Minutes,"On Campus Computer Based Assessment (Moodle Quiz, Safe Exam Browser)",14/05/2024,TB2 Exam Period (42),may exams ugrad,
M25681,EXCHANGE STUDY ABROAD,FHEQ 5,Janka Chlebikova,3. UG June,SMYEAR,40,Item 1 - Portfolio (CW),1,3 Pages,Other,31/05/2024,TB2 Exam Period (44),may exams ugrad,Portfolio submitted by email
M30235,PROGRAMMING APPLICATIONS AND PROGRAMMING LANGUAGES,FHEQ 5,Jiacheng Tan,3. UG June,SMYEAR,20,Item 1 - Set exercise (coursework) (CW),0.5,2000 Words,"Moodle Assignment (individual submission, without Turnitin checks)",17/01/2024,TB1 - Directed Activity  / Induction (25),"jan exams week 2 L4,5",in-class demo on 18/91 Jan
M30235,PROGRAMMING APPLICATIONS AND PROGRAMMING LANGUAGES,FHEQ 5,Jiacheng Tan,3. UG June,SMYEAR,20,Item 2 - Written exam (EX),0.5,90 Minutes,"On Campus Computer Based Assessment (Moodle Quiz, Safe Exam Browser)",29/05/2024,TB2 Exam Period (44),may exams ugrad,
M33122,SECURITY AND CRYPTOGRAPHY,FHEQ 5,David Williams,3. UG June,SMJAN,20,Item 1 - Set exercise (coursework) (CW),0.5,2000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",08/05/2024,TB2 Teaching (41),close to may exams,
M33122,SECURITY AND CRYPTOGRAPHY,FHEQ 5,David Williams,3. UG June,SMJAN,20,Item 2 - Portfolio (CW),0.1,500 Words,"Moodle Assignment (individual submission, with Turnitin checks)",13/03/2024,TB2 Teaching (33),,
M33122,SECURITY AND CRYPTOGRAPHY,FHEQ 5,David Williams,3. UG June,SMJAN,20,Item 3 - Set exercise (exam) (EX),0.4,1 Hours,"On Campus Computer Based Assessment (Moodle Quiz, Safe Exam Browser)",23/05/2024,TB2 Exam Period (43),may exams ugrad,
M30819,SOFTWARE ENGINEERING THEORY AND PRACTICE,FHEQ 5,Claudia Iacob,3. UG June,SMYEAR,20,Item 1 - Set exercise (coursework) (CW),0.5,2000 Words,"Moodle Assignment (group submission, with Turnitin checks)",15/12/2023,TB1 Teaching (20),,
M30819,SOFTWARE ENGINEERING THEORY AND PRACTICE,FHEQ 5,Claudia Iacob,3. UG June,SMYEAR,20,Item 2 - Set exercise (coursework) (CW),0.5,2000 Words,"Moodle Assignment (group submission, with Turnitin checks)",10/05/2024,TB2 Teaching (41),v close to may exams,
M31495,USABILITY ENGINEERING,FHEQ 5,Matthew Dennis,3. UG June,SMYEAR,20,Item 1 - Set exercise (coursework) (CW),1,2500 Words,"Moodle Assignment (group submission, with Turnitin checks)",10/05/2024,TB2 Teaching (41),v close to may exams,Group work
M32605,USER EXPERIENCE DESIGN AND IMPLEMENTATION,FHEQ 5,Kirsten Smith,3. UG June,SMYEAR,20,Item 1 - Set exercise (coursework) (CW),0.5,1500 Words,"Moodle Assignment (individual submission, without Turnitin checks)",17/01/2024,TB1 - Directed Activity  / Induction (25),"jan exams week 2 L4,5",18/19 Jan in-class demo
M32605,USER EXPERIENCE DESIGN AND IMPLEMENTATION,FHEQ 5,Kirsten Smith,3. UG June,SMYEAR,20,Item 2 - Set exercise (coursework) (CW),0.5,2500 Words,,24/05/2024,TB2 Exam Period (43),may exams ugrad,Pair/individual report
M30237,WEB PROGRAMMING,FHEQ 5,Richard Boakes,3. UG June,SMJAN,20,Item 1 - Set exercise (coursework) (CW),1,2500 Words,"Moodle Assignment (individual submission, without Turnitin checks)",10/05/2024,TB2 Teaching (41),v close to may exams,
M26507,BUSINESS ANALYTICS,FHEQ 6,Elisavet Andrikopoulou,3. UG June,SMJAN,20,Item 1 - Oral assessment and presentation (CW),0.6,20 Minutes,Wiseflow Large File Submission (individual submission),18/03/2024,TB2 Teaching (34),,
M26507,BUSINESS ANALYTICS,FHEQ 6,Elisavet Andrikopoulou,3. UG June,SMJAN,20,Item 2 - Oral assessment and presentation (CW),0.4,15 Minutes,Wiseflow Large File Submission (group submission),15/05/2024,TB2 Exam Period (42),may exams ugrad,After consulting with the student reps they want their deadline in the exam period.
M33173,DIGITAL ENTERPRISE AND INNOVATION,FHEQ 6,Gelayol Golcarenarenji,3. UG June,SMJAN,20,Item 1 - Written assignment including essay (CW),0.7,1500 Words,"Moodle Assignment (individual submission, with Turnitin checks)",15/04/2024,TB2 Teaching (38),first day of term,
M33173,DIGITAL ENTERPRISE AND INNOVATION,FHEQ 6,Gelayol Golcarenarenji,3. UG June,SMJAN,20,Item 2 - Report (CW),0.1,1500 Words,"Moodle Assignment (group submission, with Turnitin checks) and individual",31/05/2024,TB2 Exam Period (44),may exams ugrad L6,
M33173,DIGITAL ENTERPRISE AND INNOVATION,FHEQ 6,Gelayol Golcarenarenji,3. UG June,SMJAN,20,Item 3 - Portfolio (CW),0.2,1500 Words,"Moodle Assignment (group submission, with Turnitin checks) and individual",31/05/2024,TB2 Exam Period (44),may exams ugrad L6,
M30225,DISTRIBUTED SYSTEMS AND SECURITY,FHEQ 6,Asim Ali,3. UG June,SMJAN,20,Item 1 - Report (CW),0.6,2500 Words,"Moodle Assignment (individual submission, with Turnitin checks)",18/04/2024,TB2 Teaching (38),,
M30225,DISTRIBUTED SYSTEMS AND SECURITY,FHEQ 6,Asim Ali,3. UG June,SMJAN,20,Item 2 - Set exercise (exam) (EX),0.4,60 Minutes,On Campus Paper Exam,21/05/2024,TB2 Exam Period (43),may exams ugrad L6,
M22357,FINAL YEAR MAJOR PROJECT,FHEQ 6,Alice Good,3. UG June,SMYEAR,40,Item 1 - Dissertation (CW),1,10000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",06/05/2024,TB2 Teaching (41),bank holiday,May submission intake
M22508,FINAL YEAR STUDY PROJECT,FHEQ 6,Shelley Usher,3. UG June,SMYEAR,40,Item 1 - Dissertation (CW),1,10000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",03/05/2024,TB2 Teaching (40),,
M24739,INDIVIDUAL PROJECT (ENGINEERING),FHEQ 6,Shelley Usher,3. UG June,SMYEAR,40,Item 1 - Dissertation (CW),1,10000 Words,"Moodle Assignment (individual submission, without Turnitin checks)",03/05/2024,TB2 Teaching (40),,
M22988,INFORMATION SYSTEMS MANAGEMENT,FHEQ 6,Shelley Usher,3. UG June,SMJAN,20,Item 1 - Set exercise (coursework) (CW),0.3,1500 Words,"Moodle Assignment (individual submission, with Turnitin checks)",11/03/2024,TB2 Teaching (33),,
M22988,INFORMATION SYSTEMS MANAGEMENT,FHEQ 6,Shelley Usher,3. UG June,SMJAN,20,Item 2 - Written exam (EX),0.7,120 Minutes,On Campus Paper Exam,24/05/2024,TB2 Exam Period (43),may exams ugrad L6,
M30226,INTERNET OF THINGS,FHEQ 6,Uchenna Ogenyi,3. UG June,SMJAN,20,Item 1 - Report (CW),1,3500 Words,"Moodle Assignment (individual submission, with Turnitin checks)",10/05/2024,TB2 Teaching (41),,
M33141,IT AND INTERNETWORKING SECURITY,FHEQ 6,Shikun Zhou,3. UG June,SMJAN,20,Item 1 - Set exercise (coursework) (CW),0.5,2500 Words,"Moodle Assignment (individual submission, with Turnitin checks)",10/05/2024,TB2 Teaching (41),,
M33141,IT AND INTERNETWORKING SECURITY,FHEQ 6,Shikun Zhou,3. UG June,SMJAN,20,Item 2 - Written exam (EX),0.5,90 Minutes,"On Campus Computer Based Assessment (Moodle Quiz, Safe Exam Browser)",15/05/2024,TB2 Exam Period (42),may exams ugrad,
M30874,MANAGEMENT OF INFORMATION SYSTEMS AND E-COMMERCE,FHEQ 6,Taiwo Adedeji,3. UG June,SMJAN,20,Item 1 - Portfolio (CW),0.5,2000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",22/03/2024,TB2 Teaching (34),,
M30874,MANAGEMENT OF INFORMATION SYSTEMS AND E-COMMERCE,FHEQ 6,Taiwo Adedeji,3. UG June,SMJAN,20,Item 2 - Portfolio (CW),0.5,2000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",10/05/2024,TB2 Teaching (41),,
M30245,PROJECT MANAGEMENT,FHEQ 6,Taiwo Adedeji,3. UG June,SMJAN,20,Item 1 - Written assignment including essay (CW),0.7,3000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",26/04/2024,TB2 Teaching (39),,
M30245,PROJECT MANAGEMENT,FHEQ 6,Taiwo Adedeji,3. UG June,SMJAN,20,Item 2 - Written Exam (EX),0.3,60 Minutes,On Campus Paper Exam,21/05/2024,TB2 Exam Period (43),may exams ugrad L6,
M22359,SECURITY AND CRYPTOGRAPHY,FHEQ 6,Hasheem Danbatta,3. UG June,SMJAN,20,Item 1 - Report (CW),0.5,1500 Words,"Moodle Assignment (individual submission, with Turnitin checks)",08/05/2024,TB2 Teaching (41),,
M22359,SECURITY AND CRYPTOGRAPHY,FHEQ 6,Hasheem Danbatta,3. UG June,SMJAN,20,Item 2 - Portfolio (CW),0.1,500 Words,"Moodle Assignment (individual submission, with Turnitin checks)",13/03/2024,TB2 Teaching (33),,
M22359,SECURITY AND CRYPTOGRAPHY,FHEQ 6,Hasheem Danbatta,3. UG June,SMJAN,20,Item 3 - Written Exam (EX),0.4,60 Minutes,"On Campus Computer Based Assessment (Moodle Quiz, Safe Exam Browser)",23/05/2024,TB2 Exam Period (43),may exams ugrad L6,
M33175,SOFTWARE ENGINEERING CULTURE,FHEQ 6,Gail Ollis,3. UG June,SMJAN,20,Item 1 - Set exercise (coursework) (CW),0.25,700 Words,Other,26/02/2024,TB2 Teaching (31),,Work needs to be visible to other students
M33175,SOFTWARE ENGINEERING CULTURE,FHEQ 6,Gail Ollis,3. UG June,SMJAN,20,Item 2 - Set exercise (coursework) (CW),0.1,300 Words,Other,15/03/2024,TB2 Teaching (33),,Students need to peer review a random subset of item 1
M33175,SOFTWARE ENGINEERING CULTURE,FHEQ 6,Gail Ollis,3. UG June,SMJAN,20,Item 3 - Oral assessment and presentation (CW),0.65,15 Minutes,Presentation,13/05/2024,TB2 Exam Period (42),may exams ugrad,A student conference will be held in the exam period.
M33121,USABILITY TESTING,FHEQ 6,Claudia Iacob,3. UG June,SMJAN,20,Item 1 - Report (CW),1,2500 Words,"Moodle Assignment (individual submission, with Turnitin checks)",10/05/2024,TB2 Teaching (41),,
M30255,VULNERABILITY DISCOVERY AND EXPLOITATION,FHEQ 6,Julian Murphy,3. UG June,SMJAN,20,Item 1 - Set exercise (coursework) (CW),0.5,2000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",22/04/2024,TB2 Teaching (39),,
M30255,VULNERABILITY DISCOVERY AND EXPLOITATION,FHEQ 6,Julian Murphy,3. UG June,SMJAN,20,Item 2 - Set exercise (exam) (EX),0.5,90 Minutes,"On Campus Computer Based Assessment (Moodle Quiz, Safe Exam Browser)",28/05/2024,TB2 Exam Period (44),may exams ugrad L6,
M30875,WEB MANAGEMENT AND DEVELOPMENT,FHEQ 6,Valentin Adamescu,3. UG June,SMJAN,20,Item 1 - Portfolio (CW),0.4,1500 Words,"Moodle Assignment (individual submission, without Turnitin checks)",15/03/2024,TB2 Teaching (33),,Individual
M30875,WEB MANAGEMENT AND DEVELOPMENT,FHEQ 6,Valentin Adamescu,3. UG June,SMJAN,20,Item 2 - Portfolio (CW),0.4,1500 Words,"Moodle Assignment (individual submission, without Turnitin checks)",10/05/2024,TB2 Teaching (41),,Individual
M30875,WEB MANAGEMENT AND DEVELOPMENT,FHEQ 6,Valentin Adamescu,3. UG June,SMJAN,20,Item 3 - Set exercise (coursework) (CW),0.2,1000 Words,LAB/Practical,03/05/2024,TB2 Teaching (40),close to proj deadline,Individual
M33176,ADVANCED ARTIFICIAL INTELLIGENCE,FHEQ 7,Alex Gegov,3. UG June,SMJAN,30,Item 1 - Set exercise (coursework) (CW),0.5,3000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",17/05/2024,TB2 Exam Period (42),may exams pgrad wk1,Individual Work
M33176,ADVANCED ARTIFICIAL INTELLIGENCE,FHEQ 7,Alex Gegov,3. UG June,SMJAN,30,Item 2 - Set exercise (coursework) (CW),0.5,3000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",24/05/2024,TB2 Exam Period (43),may exams pgrad,Individual Work
M30250,INDUSTRIAL TEAM PROJECT,FHEQ 7,Ioannis kagalidis,3. UG June,SMYEAR,30,Item 1 - Project Output (other than dissertation) (CW),0.3,1500 Words,"Moodle Assignment (individual submission, without Turnitin checks)",09/02/2024,TB2 Teaching (28),,Individual Work
M30250,INDUSTRIAL TEAM PROJECT,FHEQ 7,Ioannis kagalidis,3. UG June,SMYEAR,30,Item 2 - Oral assessment and presentation (CW),0.1,20 Minutes,,,,,
M30250,INDUSTRIAL TEAM PROJECT,FHEQ 7,Ioannis kagalidis,3. UG June,SMYEAR,30,Item 3 - Project Output (other than dissertation) (CW),0.6,4000 Words,,,,,
M30249,SCIENTIFIC COMPUTING AND SIMULATION,FHEQ 7,Hamidreza Khaleghzadeh,3. UG June,SMJAN,15,Item 1 - Report (CW),1,4000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",20/05/2024,TB2 Exam Period (43),may exams pgrad,Individual Work
M32616,MASTERS PROJECT,FHEQ 7,Alice Good,4. PG Nov 2023,PAYEAR,60,Item 1 - Oral assessment and presentation (CW),0.1,20 Minutes,"Moodle Assignment (individual submission, without Turnitin checks)",16/09/2024,Induction Week,not in 23/24,Individual Work
M32616,MASTERS PROJECT,FHEQ 7,Alice Good,4. PG Nov 2023,PAYEAR,60,Item 2 - Dissertation (CW),0.9,12000 Words,"Moodle Assignment (individual submission, with Turnitin checks)",16/09/2024,Induction Week,not in 23/24,Individual Work
M33517,STATISTICAL LEARNING,FHEQ 7,James Burridge (SMAP),3.2. M - PG - Summer,SMJAN,15,Item 1 - Set exercise (coursework) (CW),1,10 Pages,,,,,
